粉条,1,1.0,1388,1
普慧,1,1.0,1388,1
前列,1,1.0,1388,1
货币,1,1.0,1388,1
转马,1,1.0,1388,1
划船,1,1.0,1388,1
亚雯,1,1.0,1388,1
中信,1,1.0,1388,1
风神,1,1.0,1388,1
伴奏,2,1.0,1388,2
谭嗣同,1,1.0,1388,1
账号,1,1.0,1388,1
新址,1,1.0,1388,1
过路,1,1.0,1388,1
旋风,1,1.0,1388,1
法定,95,0.87962962963,1388,108
嘉茂,1,1.0,1388,1
谭复生,1,1.0,1388,1
服饰,21,0.807692307692,1388,26
童装,1,1.0,1388,1
洋务,1,1.0,1388,1
羊毛,1,1.0,1388,1
保险柜,1,1.0,1388,1
鸿毛,1,1.0,1388,1
编辑,10,0.833333333333,1388,12
饮用水,1,1.0,1388,1
西边,1,1.0,1388,1
自东,1,1.0,1388,1
音像,4,1.0,1388,4
原子,1,1.0,1388,1
元欣燕,3,1.0,1388,3
姐弟,1,1.0,1388,1
造价,1,1.0,1388,1
锡庆,8,1.0,1388,8
老者,1,1.0,1388,1
正定县,1,1.0,1388,1
一贯,1,1.0,1388,1
噩梦,1,1.0,1388,1
体元,1,1.0,1388,1
青铜峡,1,1.0,1388,1
上市,1,1.0,1388,1
序幕,1,1.0,1388,1
西至宣,3,1.0,1388,3
外带,1,1.0,1388,1
方孔圆,1,1.0,1388,1
绿地,105,0.889830508475,1388,118
活路,1,1.0,1388,1
体会,1,1.0,1388,1
仙草,1,1.0,1388,1
总署,1,1.0,1388,1
涟水,1,1.0,1388,1
美院,2,1.0,1388,2
多利,1,1.0,1388,1
赛场,1,1.0,1388,1
嗣同,1,1.0,1388,1
朝阳路,3,1.0,1388,3
心脏,779,0.99362244898,1388,784
热狗,1,1.0,1388,1
普惠桥,1,1.0,1388,1
锦衣卫,1,1.0,1388,1
评论,1139,0.82060518732,1388,5464
男士,1,1.0,1388,1
瓦砾,1,1.0,1388,1
阿迪达斯,1,1.0,1388,1
里尔,1,1.0,1388,1
改扩建,35,1.0,1388,35
游记,1305,0.940201729107,1388,4721
体系,1,1.0,1388,1
美术馆,513,0.936131386861,1388,548
民谣,4,0.8,1388,5
周一人,1,1.0,1388,1
宋思衡,1,1.0,1388,1
失误,1,1.0,1388,1
绒线,1,1.0,1388,1
液体,1,1.0,1388,1
长安街,1388,1.0,1388,1388
长沙县,2,1.0,1388,2
基督,1,1.0,1388,1
热茶,1,1.0,1388,1
节日,95,0.940594059406,1388,101
碑文,2,1.0,1388,2
福成,1,1.0,1388,1
基础,220,0.932203389831,1388,236
北京,1163,0.837896253602,1388,4923
多福,2,1.0,1388,2
分叉,1,1.0,1388,1
飞碟,1,1.0,1388,1
锅炉,1,1.0,1388,1
转盘,1,1.0,1388,1
投诉,1,1.0,1388,1
北放,1,1.0,1388,1
灰姑娘,1,1.0,1388,1
广济,1,1.0,1388,1
顺贞,2,1.0,1388,2
政务,1,1.0,1388,1
投标,1,1.0,1388,1
太空船,1,1.0,1388,1
麻风,1,1.0,1388,1
建德,1,1.0,1388,1
广电,5,0.833333333333,1388,6
预警,1,1.0,1388,1
亲爱的,1,1.0,1388,1
莱山,1,1.0,1388,1
旗袍,2,1.0,1388,2
台座,1,1.0,1388,1
时间,1251,0.901296829971,1388,5034
瑞海,2,1.0,1388,2
剑桥,1,1.0,1388,1
大会,1,1.0,1388,1
齐家,1,1.0,1388,1
景仁,1,1.0,1388,1
燃料,1,1.0,1388,1
萧瑛地,1,1.0,1388,1
国博,1,1.0,1388,1
莫奈,1,1.0,1388,1
建义,1,1.0,1388,1
站长,1,1.0,1388,1
美豪,1,1.0,1388,1
景运,1,1.0,1388,1
约翰,1,1.0,1388,1
艺术性,1,1.0,1388,1
集会,780,0.957055214724,1388,815
军乐团,1,1.0,1388,1
康梁,1,1.0,1388,1
自用,1,1.0,1388,1
新华门,1,1.0,1388,1
云龙之,1,1.0,1388,1
水井,532,0.994392523364,1388,535
入场券,1,1.0,1388,1
哥伦布,1,1.0,1388,1
移民,1,1.0,1388,1
幼儿,1,1.0,1388,1
核查,1,1.0,1388,1
岗子,1,1.0,1388,1
厉鬼,1,1.0,1388,1
奇人,1,1.0,1388,1
悦城,1,1.0,1388,1
刨冰,1,1.0,1388,1
在亮,1,1.0,1388,1
梵高,1,1.0,1388,1
电话局,1,1.0,1388,1
银洋,1,1.0,1388,1
上述,1,1.0,1388,1
风云,1,1.0,1388,1
舞剧,1,1.0,1388,1
夫子,1,1.0,1388,1
公主府,532,0.998123827392,1388,533
横店,1,1.0,1388,1
王府井大街,583,0.800824175824,1388,728
朝野,1,1.0,1388,1
富丽,1,1.0,1388,1
婴儿,1,1.0,1388,1
中科,1,1.0,1388,1
地带,784,0.902186421174,1388,869
进站,1,1.0,1388,1
石家庄市,1,1.0,1388,1
未成年,1,1.0,1388,1
阅兵,1,1.0,1388,1
中国人民银行,1,1.0,1388,1
哇塞,1,1.0,1388,1
不测,1,1.0,1388,1
富邦,1,1.0,1388,1
门票,1291,0.930115273775,1388,4835
吐鲁番,1,1.0,1388,1
东方新天地,34,0.944444444444,1388,36
晚霞,1,1.0,1388,1
老鼠,1,1.0,1388,1
才子,1,1.0,1388,1
米汤,1,1.0,1388,1
男装,1,1.0,1388,1
大风,1,1.0,1388,1
摩托罗拉,5,1.0,1388,5
宗旨,15,0.833333333333,1388,18
建新东,1,1.0,1388,1
洋快餐,1,1.0,1388,1
花瓶,1,1.0,1388,1
幽灵,1,1.0,1388,1
生菜,1,1.0,1388,1
展出,1,1.0,1388,1
燕兰,1,1.0,1388,1
本命年,1,1.0,1388,1
附加,1,1.0,1388,1
口供,532,0.998123827392,1388,533
