绿,8,0.8,702,10
神道,169,0.871134020619,702,194
缆车,29,0.828571428571,702,35
游人,582,0.96357615894,702,604
沟,643,0.918571428571,702,700
和谐,160,0.874316939891,702,183
古道,642,0.990740740741,702,648
写真,21,0.84,702,25
德胜,11,0.846153846154,702,13
明定陵,149,0.866279069767,702,172
精华,636,0.9592760181,702,663
天下,637,0.969558599696,702,657
左邻,9,1.0,702,9
金殿,8,0.888888888889,702,9
定陵,50,0.961538461538,702,52
头尾,6,1.0,702,6
主业,11,1.0,702,11
延庆,57,1.0,702,57
烽火台,6,1.0,702,6
野生,20,0.833333333333,702,24
从德胜,7,1.0,702,7
余脉,23,0.821428571429,702,28
右邻,9,1.0,702,9
乘车,16,0.842105263158,702,19
手段,11,0.846153846154,702,13
延庆县,649,0.998461538462,702,650
馆名,34,0.918918918919,702,37
关城,23,1.0,702,23
成祖,29,0.852941176471,702,34
盆地,20,0.869565217391,702,23
险,24,0.888888888889,702,27
二等,16,0.842105263158,702,19
昌平县,40,0.833333333333,702,48
生理,11,1.0,702,11
要塞,8,1.0,702,8
昌平区,228,0.832116788321,702,274
新风,9,1.0,702,9
柴油,5,1.0,702,5
门西,7,1.0,702,7
旅游车,19,0.904761904762,702,21
万里长城,638,0.990683229814,702,644
初级,8,1.0,702,8
翊,57,0.91935483871,702,62
詹天佑,19,0.863636363636,702,22
中级,8,0.8,702,10
控制,6,1.0,702,6
往返,7,0.875,702,8
群山,160,0.842105263158,702,190
十三陵,211,0.871900826446,702,242
墓葬,172,0.873096446701,702,197
直达车,8,1.0,702,8
代表性,636,0.936671575847,702,679
往返票,6,0.857142857143,702,7
滑车,22,0.88,702,25
江泽民,543,0.952631578947,702,570
影院,583,0.981481481481,702,594
落差,8,1.0,702,8
八达岭,702,1.0,702,702
大坝,20,0.869565217391,702,23
燕山,56,0.875,702,64
车组,29,1.0,702,29
徐氏,29,0.852941176471,702,34
好汉,48,0.941176470588,702,51
地形,23,0.884615384615,702,26
山地,33,0.891891891892,702,37
大站,7,1.0,702,7
太行,23,1.0,702,23
史,636,0.952095808383,702,668
军,652,0.974588938714,702,669
陵,223,0.854406130268,702,261
发于德胜,6,1.0,702,6
慢车,13,0.928571428571,702,14
馆舍,34,0.971428571429,702,35
明昭陵,149,0.866279069767,702,172
注意,16,1.0,702,16
关,644,0.945668135095,702,681
合葬,63,0.9,702,70
山麓,202,0.85593220339,702,236
明长陵,149,0.866279069767,702,172
声光,22,0.88,702,25
